locus,map_chr,map_prop,map_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,onil_chr,onil_prop,onil_pos,dlab_chr,dlab_prop,dlab_pos,
dDocent_Contig_137192,20,0.360,25.21,2,0.683,15911457,,,,13,0.398,6740475,,,,1,0.628,19575584,5,0.232,7577088,
dDocent_Contig_23502,4,0.479,36.55,,,,5,0.541,15677406,,,,,,,6,0.475,17429792,7,0.591,16839235,
dDocent_Contig_2842,5,0.842,56.19,,,,8,0.664,17207716,,,,,,,,,,2,0.137,3591800,
dDocent_Contig_48785,14,0.682,36.29,,,,,,,,,,,,,,,,,,,
dDocent_Contig_27322,18,0.995,71.22,,,,,,,,,,,,,,,,,,,
dDocent_Contig_152786,3,0.625,42.48,,,,,,,,,,,,,,,,,,,
dDocent_Contig_284156,17,0.633,38.5,,,,15,0.683,21016493,,,,,,,,,,3,0.683,9188246,
dDocent_Contig_276408,12,0.511,36.2,,,,,,,,,,,,,,,,,,,
dDocent_Contig_274586,8,0.271,19.66,21,0.161,1891775,24,0.083,1638548,10,0.105,959399,,,,9,0.206,4315288,18-21,0.132,2167449,
dDocent_Contig_97259,14,0.169,8.97,,,,,,,,,,,,,,,,,,,
dDocent_Contig_30011,2,0.976,54.96,,,,18,0.679,13023608,,,,,,,,,,5,0.024,777354,
dDocent_Contig_104541,12,0.943,66.75,,,,17,0.859,23764665,,,,,,,,,,,,,
dDocent_Contig_9303,8,0.303,21.96,21,0.229,2685221,24,0.030,601581,10,0.057,522402,,,,9,0.231,4837008,18-21,0.195,3207541,
dDocent_Contig_362956,21,0.409,26.31,,,,,,,,,,,,,,,,,,,
dDocent_Contig_11999,20,0.500,34.97,,,,2,0.058,1775928,,,,,,,1,0.347,10836096,5,0.476,15511028,
dDocent_Contig_208354,16,0.862,58.84,,,,15,0.113,3490949,,,,,,,,,,,,,
dDocent_Contig_278262,20,0.684,47.87,,,,2,0.300,9125831,,,,,,,1,0.023,703510,5,0.706,23035738,
dDocent_Contig_49655,8,0.873,63.37,,,,,,,,,,,,,3,0.367,7101961,,,,
dDocent_Contig_80702,21,0.577,37.14,,,,7_2,0.438,6093779,,,,,,,,,,24,0.865,12042615,
dDocent_Contig_53,11,0.344,22.67,,,,7_1,0.680,15826494,,,,,,,15,0.832,22207754,17,0.311,7127364,
dDocent_Contig_1489,7,0.005,0.280000000000001,,,,,,,,,,,,,,,,,,,
dDocent_Contig_14506,10,0.525,34.61,3,0.074,1235119,4,0.477,12188973,,,,15,0.894,6544849,18,0.439,11488689,10,0.542,13041186,
dDocent_Contig_15622,24,0.095,6.16,19,0.641,12976404,10,0.666,18593472,9,0.559,7779198,13,0.510,6783880,7,0.912,46531169,6,0.167,4720632,
dDocent_Contig_46391,11,0.773,51.02,,,,,,,,,,,,,,,,,,,
dDocent_Contig_28840,2,0.434,24.41,,,,,,,,,,17,0.383,4647985,,,,,,,
dDocent_Contig_9113,2,0.590,33.22,6,0.603,10303881,16-22,0.386,9983326,4,0.694,9584217,17,0.532,6455183,13,0.650,21324739,11,0.457,11977774,
dDocent_Contig_6127,24,0.460,29.76,19,0.285,5776438,10,0.298,8314050,,,,,,,13,0.925,30319200,6,0.545,15348111,
dDocent_Contig_8819,9,0.235,18.42,,,,,,,,,,,,,,,,,,,
dDocent_Contig_91457,2,0.549,30.92,6,0.657,11231259,16-22,0.427,11042047,4,0.640,8848359,17,0.592,7185493,13,0.697,22867745,11,0.499,13086754,
dDocent_Contig_17277,20,0.309,21.65,2,0.769,17919791,2,0.701,21295251,13,0.293,4967389,,,,1,0.707,22060383,5,0.161,5249677,
dDocent_Contig_20664,17,0.942,57.28,7,0.003,69965,14,0.980,13796271,8,0.815,11972642,,,,,,,,,,
dDocent_Contig_193448,6,0.708,50.31,13,0.127,2551863,13,0.120,3273231,,,,,,,12,0.739,25627602,20,0.539,15312544,
dDocent_Contig_13252,2,0.082,4.64,,,,,,,,,,,,,,,,,,,
dDocent_Contig_358491,8,0.589,42.71,,,,24,0.658,13029350,10,0.585,5340504,6,0.651,4571981,9,0.591,12382944,,,,
dDocent_Contig_26071,18,0.977,69.89,,,,18,0.603,11581012,,,,,,,,,,x,0.874,15546229,
dDocent_Contig_9044,12,0.555,39.27,,,,17,0.660,18251740,20,0.764,10245868,1,0.840,19305609,,,,4,0.334,9215844,
dDocent_Contig_719,10,0.586,38.57,,,,4,0.404,10321130,,,,,,,,,,,,,
dDocent_Contig_69050,13,0.969,62.33,16,0.923,16723278,1,0.207,5309085,1,0.910,21177175,2,0.909,19632391,16,0.021,743357,15,0.943,24105893,
dDocent_Contig_22755,9,0.195,15.29,7,0.476,13285018,20,0.286,6784485,,,,,,,10,0.186,3172722,14,0.254,7223869,
dDocent_Contig_183196,22,0.498,37.83,10,0.484,7578463,3,0.471,11074469,,,,,,,22,0.499,13187533,9,0.593,13260535,
dDocent_Contig_90815,23,0.868,56.8,12,0.201,3693784,6,0.126,3526767,3,0.780,10211898,9,0.669,7066250,20,0.603,18976722,22-25,0.868,22951393,
dDocent_Contig_117548,3,0.345,23.44,1,0.237,6682218,21,0.311,8930707,,,,,,,14,0.378,12927263,13,0.504,13930810,
dDocent_Contig_13164,13,0.836,53.81,16,0.215,3902764,1,0.911,23409559,1,0.467,10867407,2,0.439,9478423,16,0.239,8333631,15,0.769,19660852,
dDocent_Contig_244722,7,0.184,10.5,,,,19,0.414,10163824,2,0.702,8007961,10,0.359,4767798,19,0.701,19043857,12,0.422,9812910,
dDocent_Contig_10555,5,0.233,15.55,,,,,,,,,,,,,,,,,,,
dDocent_Contig_159288,2,0.088,4.95,6,0.251,4295140,16-22,0.926,23945248,,,,,,,13,0.283,9292336,11,0.031,803490,
dDocent_Contig_251179,23,0.403,26.4,,,,,,,,,,,,,,,,,,,
dDocent_Contig_926,22,0.514,39,,,,,,,,,,,,,,,,,,,
dDocent_Contig_34257,18,0.079,5.67,,,,,,,,,,,,,,,,,,,
dDocent_Contig_188003,12,0.982,69.54,,,,17,0.964,26670751,,,,,,,,,,4,0.022,619442,
dDocent_Contig_124556,3,0.406,27.55,,,,21,0.242,6947762,,,,,,,,,,13,0.433,11950423,
dDocent_Contig_2497,17,0.373,22.69,,,,15,0.603,18557379,,,,,,,3,0.324,6262909,3,0.491,6599660,
dDocent_Contig_153853,23,0.400,26.16,,,,,,,,,,,,,,,,,,,
dDocent_Contig_55818,22,0.443,33.67,,,,3,0.363,8522897,22,0.841,9762925,15,0.429,3139890,16,0.898,31336082,,,,
dDocent_Contig_45279,7,0.298,17.01,15,0.332,5376776,19,0.471,11548824,2,0.613,6991015,10,0.436,5780752,19,0.047,1277153,12,0.482,11196969,
dDocent_Contig_2152,5,0.275,18.35,4,0.386,12600259,8,0.332,8608896,14,0.462,5700369,,,,2,0.855,21427481,2,0.426,11168494,
dDocent_Contig_267403,19,0.408,23.65,,,,,,,,,,,,,,,,,,,
dDocent_Contig_193333,2,0.447,25.18,6,0.491,8390767,16-22,0.296,7640179,,,,,,,13,0.567,18574110,11,0.366,9599424,
dDocent_Contig_352590,3,0.092,6.28,1,0.548,15442339,21,0.708,20299064,11,0.728,8184168,16,0.579,5228395,14,0.805,27528680,13,0.917,25321518,
dDocent_Contig_152405,11,0.141,9.3,,,,,,,,,,,,,,,,,,,
dDocent_Contig_316571,16,0.495,33.8,20,0.621,12247581,15,0.351,10814161,,,,,,,,,,16,0.330,8515883,
dDocent_Contig_35592,14,0.688,36.62,14,0.625,9522948,9,0.288,6632260,,,,,,,7,0.465,23742213,19,0.792,18382001,
dDocent_Contig_1328,19,0.509,29.52,11,0.717,11980299,11,0.557,12968995,5,0.448,5459027,3,0.569,8820433,4,0.019,556784,8,0.245,5647488,
dDocent_Contig_128151,15,0.053,3.96,5,0.184,2259356,23,0.340,6180551,,,,2,0.010,218798,8,0.696,20485378,1B,0.686,12346093,
dDocent_Contig_61134,24,0.763,49.31,,,,,,,,,,,,,,,,,,,
dDocent_Contig_143482,1,0.212,13.88,17,0.978,14285427,12,0.507,14123534,19,0.903,12802202,11,0.860,10283694,5,0.254,9509748,1A,0.272,7912183,
dDocent_Contig_140986,9,0.205,16.08,,,,,,,,,,,,,,,,,,,
dDocent_Contig_120759,15,0.304,22.58,,,,,,,,,,,,,,,,,,,
dDocent_Contig_12387,5,0.354,23.63,,,,,,,,,,,,,,,,,,,
dDocent_Contig_89980,2,0.928,52.22,,,,16-22,0.610,15758213,4,0.397,5489620,17,0.853,10348824,13,0.024,788470,11,0.679,17790680,
dDocent_Contig_172576,2,0.403,22.71,,,,,,,,,,,,,,,,,,,
dDocent_Contig_143714,11,0.266,17.54,,,,,,,,,,,,,,,,,,,
dDocent_Contig_22346,10,0.494,32.54,3,0.413,6941916,4,0.565,14427103,22,0.651,7561587,15,0.698,5111312,18,0.335,8770779,10,0.446,10727089,
dDocent_Contig_61117,5,0.275,18.35,,,,,,,,,,,,,,,,,,,
dDocent_Contig_95094,6,0.446,31.7,,,,,,,,,,,,,,,,,,,
dDocent_Contig_20883,18,0.827,59.15,,,,18,0.490,9406233,,,,,,,,,,,,,
dDocent_Contig_65255,22,0.632,47.96,,,,,,,,,,,,,,,,9,0.670,14979582,
dDocent_Contig_170920,16,0.588,40.11,,,,,,,,,,,,,,,,,,,
dDocent_Contig_3187,10,0.882,58.07,3,0.886,14882132,4,0.166,4245850,22,0.940,10914776,15,0.201,1472284,18,0.864,22626729,10,0.879,21135999,
dDocent_Contig_212784,17,0.475,28.87,,,,15,0.642,19770307,,,,,,,3,0.444,8577141,3,0.587,7893929,
dDocent_Contig_15664,7,0.241,13.74,15,0.282,4565701,19,0.431,10576096,,,,,,,19,0.005,124936,12,0.440,10229681,
dDocent_Contig_178055,12,0.753,53.27,,,,,,,,,,,,,,,,4,0.251,6906342,
dDocent_Contig_14172,5,0.069,4.63,,,,,,,,,,,,,,,,,,,
dDocent_Contig_90638,1,0.821,53.72,,,,,,,,,,,,,,,,,,,
dDocent_Contig_26733,2,0.359,20.2,,,,16-22,0.216,5575636,,,,,,,13,0.494,16210597,11,0.283,7409771,
dDocent_Contig_27997,23,0.000,0,,,,,,,,,,,,,,,,,,,
dDocent_Contig_121713,18,0.791,56.57,,,,18,0.610,11707062,,,,,,,17,0.486,15424347,x,0.882,15672919,
dDocent_Contig_230000,5,0.014,0.93,,,,,,,,,,3,0.514,7958951,,,,,,,
dDocent_Contig_38972,22,0.151,11.49,,,,,,,,,,,,,,,,,,,
dDocent_Contig_43640,12,0.952,67.41,8,0.199,3861297,17,0.967,26772347,,,,,,,17,0.332,10534507,4,0.018,483189,
dDocent_Contig_18333,10,0.541,35.61,3,0.036,600631,,,,22,0.001,15285,1,0.993,22829907,18,0.471,12331207,10,0.573,13787318,
dDocent_Contig_71199,8,0.439,31.88,,,,24,0.525,10398633,,,,,,,9,0.442,9254512,18-21,0.427,7031821,
dDocent_Contig_61940,16,0.862,58.84,,,,,,,,,,,,,,,,,,,
dDocent_Contig_378632,14,0.163,8.69,,,,9,0.723,16630578,,,,,,,,,,,,,
dDocent_Contig_115097,20,0.658,46.04,,,,2,0.286,8678419,,,,,,,,,,,,,
dDocent_Contig_31915,21,1.000,64.34,,,,,,,,,,,,,,,,,,,
dDocent_Contig_291619,19,0.201,11.64,11,0.792,13232362,11,0.139,3248585,,,,3,0.921,14258593,4,0.792,22716908,8,0.608,14028691,
dDocent_Contig_7326,13,0.055,3.56,16,0.351,6364468,1,0.969,24913035,1,0.963,22407186,2,0.958,20683496,16,0.988,34478558,15,0.128,3276268,
dDocent_Contig_6993,23,0.483,31.6,12,0.662,12184771,6,0.531,14816306,3,0.629,8233694,,,,20,0.765,24082397,22-25,0.429,11342052,
dDocent_Contig_189511,19,0.644,37.35,,,,,,,,,,18,0.165,1833023,,,,,,,
dDocent_Contig_3479,4,0.705,53.8,,,,5,0.307,8891529,,,,,,,,,,,,,
dDocent_Contig_185112,7,0.867,49.56,,,,,,,,,,,,,,,,,,,
dDocent_Contig_18848,1,0.024,1.54,,,,,,,,,,,,,,,,1A,0.163,4731477,
dDocent_Contig_1537,3,0.124,8.45,,,,,,,,,,,,,,,,,,,
dDocent_Contig_312942,20,0.156,10.92,,,,,,,,,,,,,,,,,,,
dDocent_Contig_288916,20,0.530,37.13,2,0.387,9024966,2,0.101,3058409,13,0.829,14054298,5,0.545,7294706,1,0.302,9429824,5,0.515,16782612,
dDocent_Contig_22832,10,0.313,20.59,,,,,,,,,,,,,,,,,,,
dDocent_Contig_124449,2,0.978,55.08,,,,,,,,,,,,,,,,,,,
dDocent_Contig_74741,12,0.098,6.97,,,,17,0.178,4933773,,,,,,,,,,,,,
dDocent_Contig_89624,23,0.267,17.45,12,0.884,16272810,6,0.752,20990231,3,0.888,11626836,9,0.799,8431836,20,0.305,9589451,22-25,0.201,5323242,
dDocent_Contig_17090,5,0.842,56.19,,,,8,0.820,21258825,,,,,,,,,,2,0.906,23764474,
dDocent_Contig_1397,24,0.136,8.78,,,,10,0.706,19722787,,,,,,,7,0.936,47774869,6,0.128,3601170,
dDocent_Contig_40726,19,0.065,3.77999999999999,,,,11,0.985,22942145,,,,,,,,,,,,,
dDocent_Contig_358712,1,0.222,14.56,,,,12,0.302,8410737,,,,,,,,,,1A,0.066,1911154,
dDocent_Contig_12143,15,0.399,29.7,,,,23,0.604,10973947,,,,,,,,,,1B,0.503,9055458,
dDocent_Contig_335365,8,0.859,62.35,,,,,,,,,,,,,,,,,,,
dDocent_Contig_150253,5,0.221,14.78,,,,,,,,,,,,,,,,,,,
dDocent_Contig_238701,16,0.141,9.63,20,0.143,2822425,15,0.988,30407430,7,0.399,5711538,8,0.120,1259004,11,0.245,8183770,16,0.788,20350554,
dDocent_Contig_117120,3,0.131,8.91,,,,,,,,,,,,,,,,,,,
dDocent_Contig_93547,4,0.860,65.61,,,,5,0.152,4409073,,,,,,,,,,,,,
dDocent_Contig_21226,2,0.934,52.59,6,0.788,13454935,16-22,0.538,13916423,4,0.335,4626551,17,0.915,11110035,13,0.799,26185041,11,0.611,16013884,
dDocent_Contig_27406,21,0.819,52.71,1,0.798,22483895,7_2,0.290,4039082,,,,,,,,,,24,0.247,3438121,
dDocent_Contig_55522,9,0.807,63.37,,,,,,,,,,,,,,,,,,,
dDocent_Contig_259416,7,0.104,5.92,,,,,,,,,,,,,,,,,,,
dDocent_Contig_109,4,0.353,26.95,,,,,,,,,,,,,,,,,,,
dDocent_Contig_337526,17,0.850,51.7,,,,,,,,,,,,,,,,,,,
dDocent_Contig_79376,11,0.899,59.28,,,,7_1,0.105,2436473,,,,,,,15,0.193,5142951,,,,
dDocent_Contig_14563,24,0.250,16.17,19,0.805,16287807,10,0.520,14526493,,,,,,,7,0.816,41669542,6,0.320,9026002,
dDocent_Contig_60514,12,0.886,62.73,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23529,5,0.520,34.69,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23730,10,0.924,60.89,,,,,,,,,,,,,,,,,,,
dDocent_Contig_9469,2,0.242,13.65,6,0.203,3470958,16-22,0.089,2302880,,,,17,0.096,1168208,13,0.374,12261953,11,0.150,3934592,
dDocent_Contig_20367,4,0.309,23.54,,,,5,0.731,21180919,,,,,,,,,,,,,
dDocent_Contig_44637,4,0.595,45.38,,,,,,,,,,,,,,,,,,,
dDocent_Contig_35656,16,0.862,58.84,,,,15,0.063,1949275,,,,,,,11,0.714,23894798,,,,
dDocent_Contig_15673,4,0.073,5.57,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5622,17,0.528,32.08,,,,14,0.722,10154991,8,0.908,13340516,,,,3,0.549,10617225,3,0.711,9565696,
dDocent_Contig_185668,15,0.409,30.38,,,,,,,,,,,,,,,,,,,
dDocent_Contig_31096,20,0.328,22.93,2,0.740,17239705,2,0.727,22085225,13,0.330,5588972,,,,1,0.680,21224439,5,0.185,6043371,
dDocent_Contig_21697,18,0.397,28.37,,,,,,,,,,,,,,,,,,,
dDocent_Contig_366527,1,0.727,47.61,,,,12,0.200,5556165,,,,,,,,,,,,,
dDocent_Contig_169592,10,0.888,58.46,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5748,22,0.331,25.13,,,,,,,12,0.405,4323148,21,0.710,4144007,22,0.960,25367129,,,,
dDocent_Contig_1622,7,0.290,16.55,15,0.314,5092975,19,0.457,11215959,2,0.633,7219190,,,,19,0.034,934581,12,0.468,10864693,
dDocent_Contig_31781,10,0.909,59.85,,,,16-22,0.845,21841764,,,,,,,,,,,,,
dDocent_Contig_21002,24,0.682,44.06,,,,,,,9,0.735,10228956,13,0.679,9035093,,,,,,,
dDocent_Contig_37128,9,0.851,66.79,,,,,,,,,,,,,,,,,,,
dDocent_Contig_398347,9,0.207,16.24,,,,,,,,,,,,,,,,,,,
dDocent_Contig_247529,24,0.192,12.44,,,,10,0.602,16825678,,,,,,,7,0.873,44568959,6,0.233,6558729,
dDocent_Contig_49437,9,0.209,16.39,,,,20,0.228,5422397,,,,,,,,,,14,0.197,5583525,
dDocent_Contig_224986,7,0.272,15.52,15,0.314,5092807,19,0.457,11215687,2,0.633,7219403,10,0.418,5545286,19,0.034,934286,12,0.468,10864442,
dDocent_Contig_2620,24,0.327,21.11,,,,,,,,,,,,,,,,,,,
dDocent_Contig_158022,1,0.422,27.61,,,,12,0.857,23856950,19,0.405,5748463,,,,,,,,,,
dDocent_Contig_147906,13,0.841,54.12,,,,,,,,,,,,,,,,,,,
dDocent_Contig_313224,17,0.705,42.84,7,0.129,3613038,14,0.655,9215235,,,,,,,,,,3,0.842,11332033,
dDocent_Contig_77555,1,0.727,47.61,,,,,,,,,,,,,,,,,,,
dDocent_Contig_53753,21,0.558,35.89,1,0.768,21633317,7_2,0.308,4284678,8,0.422,6193172,3,0.115,1776877,,,,24,0.266,3696021,
dDocent_Contig_16265,12,0.209,14.82,,,,17,0.301,8320071,,,,,,,23,0.737,15305202,4,0.690,19036578,
dDocent_Contig_17774,6,0.464,33,,,,,,,,,,,,,,,,,,,
dDocent_Contig_36338,14,0.365,19.44,,,,9,0.615,14147886,,,,,,,,,,,,,
dDocent_Contig_5234,22,0.632,47.96,10,0.351,5491198,3,0.550,12929603,12,0.216,2306748,,,,22,0.412,10869702,9,0.678,15170830,
dDocent_Contig_52450,12,0.162,11.49,,,,17,0.237,6557791,20,0.219,2934312,,,,23,0.623,12944603,4,0.754,20785767,
dDocent_Contig_43997,10,0.951,62.63,3,0.773,12980832,4,0.336,8586987,22,0.317,3684701,,,,18,0.608,15915521,10,0.691,16629609,
dDocent_Contig_101762,11,0.384,25.33,,,,7_1,0.644,14986542,,,,,,,15,0.794,21176982,17,0.349,7987929,
dDocent_Contig_91476,22,0.046,3.53,,,,3,0.083,1941604,,,,,,,,,,9,0.167,3742314,
dDocent_Contig_4651,5,0.163,10.88,,,,8,0.235,6090859,14,0.625,7706811,1,0.160,3680740,2,0.975,24411224,2,0.527,13818287,
dDocent_Contig_11090,14,0.950,50.55,,,,,,,,,,,,,,,,8,0.927,21390937,
dDocent_Contig_21007,2,0.121,6.81,,,,,,,,,,,,,,,,,,,
dDocent_Contig_28149,11,0.966,63.74,18,0.768,12510522,,,,,,,,,,,,,17,0.805,18439112,
dDocent_Contig_6638,13,0.858,55.24,16,0.159,2882376,1,0.865,22236874,1,0.496,11530757,2,0.469,10136092,16,0.308,10742602,15,0.719,18390497,
dDocent_Contig_122687,6,0.038,2.72,,,,,,,,,,5,0.043,573233,,,,,,,
dDocent_Contig_12852,5,0.842,56.19,,,,,,,,,,,,,,,,,,,
dDocent_Contig_34072,5,0.784,52.35,4,0.101,3290651,8,0.859,22258421,,,,,,,2,0.220,5519115,2,0.869,22779483,
dDocent_Contig_22362,8,0.584,42.4,,,,24,0.655,12980171,,,,,,,,,,,,,
dDocent_Contig_45954,13,0.190,12.24,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4865,23,0.441,28.88,,,,6,0.585,16333137,,,,,,,,,,,,,
dDocent_Contig_257318,12,0.437,30.94,8,0.641,12423129,17,0.522,14451506,,,,,,,,,,,,,
dDocent_Contig_15093,14,0.021,1.11,,,,9,0.809,18595888,,,,,,,,,,,,,
dDocent_Contig_21421,14,1.000,53.2,,,,,,,,,,,,,,,,,,,
dDocent_Contig_32956,10,0.000,0,,,,,,,,,,,,,,,,10,0.059,1416742,
dDocent_Contig_143124,6,0.993,70.56,,,,,,,,,,,,,,,,,,,
dDocent_Contig_153650,20,0.585,40.92,2,0.273,6359890,2,0.208,6311820,13,0.701,11883297,5,0.702,9404509,1,0.172,5357432,5,0.618,20157592,
dDocent_Contig_12343,1,0.281,18.4,,,,,,,,,,,,,,,,,,,
dDocent_Contig_39526,17,0.133,8.08,,,,14,0.260,3661351,,,,,,,,,,3,0.284,3823871,
dDocent_Contig_24843,12,0.454,32.17,8,0.629,12173337,17,0.532,14729012,20,0.658,8826519,,,,,,,4,0.464,12799173,
dDocent_Contig_230190,18,0.159,11.39,,,,,,,,,,,,,,,,,,,
dDocent_Contig_32995,12,0.147,10.41,,,,2,0.282,8584552,,,,,,,,,,,,,
dDocent_Contig_28297,2,0.685,38.58,,,,16-22,0.551,14242436,,,,,,,,,,,,,
dDocent_Contig_31792,11,0.251,16.59,,,,7_1,0.791,18403802,,,,,,,,,,17,0.193,4429500,
dDocent_Contig_96260,18,0.019,1.34,,,,,,,,,,,,,,,,,,,
dDocent_Contig_9487,3,0.083,5.66,,,,21,0.702,20138940,,,,,,,14,0.799,27333939,13,0.910,25139440,
dDocent_Contig_32115,13,0.143,9.23,16,0.254,4608299,1,0.384,9879711,,,,,,,16,0.887,30951083,15,0.208,5312527,
dDocent_Contig_114662,21,0.500,32.18,,,,7_2,0.129,1793778,,,,,,,,,,24,0.126,1747129,
dDocent_Contig_35436,1,0.373,24.44,,,,12,0.822,22898867,,,,,,,,,,1A,0.573,16627391,
dDocent_Contig_301464,2,0.629,35.39,,,,16-22,0.504,13016901,,,,,,,,,,11,0.575,15086073,
dDocent_Contig_104597,14,0.379,20.14,,,,9,0.558,12839408,,,,,,,,,,19,0.514,11926103,
dDocent_Contig_30077,12,0.180,12.72,,,,17,0.253,6998189,,,,,,,,,,4,0.738,20339657,
dDocent_Contig_304729,16,1.000,68.23,,,,,,,,,,,,,,,,,,,
dDocent_Contig_40114,21,0.395,25.44,,,,7_2,0.589,8191118,,,,,,,,,,24,0.685,9529607,
dDocent_Contig_97579,9,0.669,52.53,,,,,,,,,,,,,,,,,,,
dDocent_Contig_12624,4,0.491,37.48,,,,,,,,,,,,,,,,,,,
dDocent_Contig_2691,16,0.243,16.58,,,,15,0.555,17073020,,,,,,,,,,16,0.923,23841443,
dDocent_Contig_15214,11,0.825,54.42,,,,,,,,,,,,,,,,,,,
dDocent_Contig_70596,8,0.219,15.92,,,,,,,,,,,,,,,,,,,
dDocent_Contig_651,1,0.212,13.88,17,0.989,14438738,12,0.514,14317596,19,0.895,12689370,11,0.852,10180612,5,0.260,9730163,1A,0.279,8107335,
dDocent_Contig_54942,4,0.493,37.63,9,0.088,1776468,5,0.513,14866566,17,0.326,3648852,18,0.024,267780,6,0.500,18362992,7,0.620,17645693,
dDocent_Contig_25389,12,0.538,38.05,8,0.527,10214218,17,0.628,17367301,20,0.747,10022490,1,0.823,18922630,,,,4,0.367,10112295,
dDocent_Contig_1351,22,0.779,59.13,,,,,,,,,,,,,,,,,,,
dDocent_Contig_400037,6,0.189,13.45,,,,13,0.677,18431925,,,,,,,,,,,,,
dDocent_Contig_29581,5,0.879,58.67,,,,8,0.819,21237529,,,,,,,,,,,,,
dDocent_Contig_321056,1,0.913,59.75,,,,,,,,,,,,,,,,,,,
dDocent_Contig_202197,24,0.241,15.59,,,,,,,,,,,,,,,,,,,
dDocent_Contig_108906,6,0.194,13.76,,,,,,,,,,,,,,,,,,,
dDocent_Contig_93946,16,0.352,24,20,0.459,9059879,15,0.736,22648507,7,0.753,10770774,8,0.597,6274571,11,0.211,7045235,16,0.481,12424909,
dDocent_Contig_169586,22,0.452,34.31,,,,3,0.347,8155736,12,0.278,2967379,,,,22,0.811,21419041,9,0.460,10289113,
dDocent_Contig_272119,11,0.676,44.61,18,0.592,9644189,7_1,0.350,8141307,,,,,,,15,0.018,471041,17,0.661,15140828,
dDocent_Contig_148518,13,1.000,64.35,,,,1,0.118,3032702,,,,,,,,,,,,,
dDocent_Contig_166423,23,0.979,64.09,,,,6,0.070,1953303,,,,,,,,,,22-25,0.916,24213385,
dDocent_Contig_4102,4,0.960,73.22,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23646,18,0.023,1.65,,,,,,,,,,,,,,,,,,,
dDocent_Contig_307315,8,1.000,72.57,21,0.982,11509250,24,0.940,18623039,,,,,,,9,0.989,20727810,18-21,0.967,15910220,
dDocent_Contig_38574,8,0.439,31.88,,,,24,0.520,10301106,,,,,,,9,0.436,9139870,18-21,0.421,6929085,
dDocent_Contig_19222,19,0.268,15.57,,,,11,0.274,6378679,,,,,,,4,0.660,18932773,,,,
dDocent_Contig_10971,19,0.065,3.77999999999999,,,,,,,,,,,,,,,,8,0.758,17486119,
dDocent_Contig_20037,8,0.465,33.78,21,0.589,6899318,24,0.550,10897201,,,,,,,9,0.467,9796807,18-21,0.459,7547785,
dDocent_Contig_51600,8,0.845,61.35,,,,24,0.899,17813424,,,,,,,9,0.927,19435644,18-21,0.912,14998507,
dDocent_Contig_16344,18,0.682,48.82,,,,18,0.419,8034131,,,,,,,,,,,,,
dDocent_Contig_111156,2,0.121,6.81,6,0.094,1610914,16-22,0.025,636767,4,0.044,614177,,,,13,0.334,10950475,17,0.910,20831703,
dDocent_Contig_9019,4,0.322,24.6,,,,5,0.709,20543716,,,,,,,,,,7,0.422,12009564,
dDocent_Contig_78761,17,0.066,4.03,,,,,,,,,,,,,,,,,,,
dDocent_Contig_242541,14,0.601,31.96,,,,9,0.423,9719353,,,,,,,,,,,,,
dDocent_Contig_9662,6,0.279,19.81,13,0.622,12487447,13,0.546,14870921,,,,,,,12,0.310,10749821,20,0.120,3419966,
dDocent_Contig_48412,7,0.319,18.25,15,0.386,6247183,19,0.517,12670309,,,,10,0.485,6430791,,,,12,0.532,12351094,
dDocent_Contig_360054,21,0.592,38.07,1,0.796,22442203,7_2,0.419,5828384,8,0.490,7205456,3,0.067,1030615,,,,24,0.375,5218574,
dDocent_Contig_21388,2,0.182,10.23,,,,16-22,0.896,23152187,,,,,,,,,,11,0.002,52222,
dDocent_Contig_316810,13,0.522,33.62,,,,1,0.642,16489576,,,,,,,,,,15,0.577,14760144,
dDocent_Contig_48356,1,0.286,18.73,17,0.920,13437477,12,0.463,12895110,,,,,,,5,0.214,8008263,1A,0.229,6658777,
dDocent_Contig_104281,2,0.000,0,,,,,,,,,,,,,,,,,,,
dDocent_Contig_99215,12,0.572,40.52,,,,17,0.664,18384728,,,,,,,,,,4,0.329,9065746,
dDocent_Contig_22093,20,0.392,27.43,,,,10,0.125,3496863,,,,,,,,,,,,,
dDocent_Contig_100173,8,0.547,39.71,,,,,,,,,,,,,,,,,,,
dDocent_Contig_104875,5,0.842,56.19,,,,8,0.822,21317007,,,,,,,,,,2,0.904,23697452,
dDocent_Contig_18065,20,0.745,52.15,,,,2,0.488,14828061,,,,,,,,,,,,,
dDocent_Contig_63273,19,0.527,30.6,11,0.694,11595087,11,0.537,12518424,5,0.469,5711251,,,,4,0.038,1101137,8,0.265,6103211,
dDocent_Contig_26268,15,0.991,73.68,,,,23,0.033,595973,,,,,,,8,0.110,3244057,,,,
dDocent_Contig_53396,16,0.408,27.87,20,0.510,10056516,15,0.697,21464956,7,0.814,11636616,8,0.672,7065478,11,0.173,5770473,16,0.434,11201073,
